id,city,country,latitude,longitude,temperature,humidity,cloudiness
1709347,Kanlagay,PH,5.88,121.29,31.25,58,40
6071618,Medicine Hat,CA,50.04,-110.68,0.15,87,90
5972291,Havre-Saint-Pierre,CA,50.23,-63.6,1,80,75
487498,Sterlibashevo,RU,53.44,55.26,12.55,77,100
3191648,Zlobin,HR,45.29,14.65,10.09,87,75
2132606,Samarai,PG,-10.62,150.67,28.05,69,71
3674735,Miraflores,CO,5.2,-73.14,12.05,97,92
3526662,Teya,MX,21.05,-89.07,28.6,78,75
2119447,Yuzhno-Kurilsk,RU,44.03,145.86,10.55,58,0
5888001,Atikokan,CA,48.76,-91.62,4.75,52,100
625144,Minsk,BY,53.9,27.56,6,100,75
3893629,Coquimbo,CL,-29.95,-71.34,15.93,93,0
3351024,Caluquembe,AO,-13.78,14.68,14.75,65,48
2036892,Hohhot,CN,40.81,111.65,11,32,0
2215163,Masallatah,LY,32.62,14,14.75,70,0
3530259,Copalillo,MX,18.03,-99.04,30,29,0
1804442,Lanxi,CN,29.21,119.46,25.85,36,99
3572906,Andros Town,BS,24.73,-77.79,25.78,83,20
4334720,Natchitoches,US,31.76,-93.09,18.77,93,1
1504382,Kargasok,RU,59.06,80.87,12.35,65,72
2119283,Zyryanka,RU,65.73,150.89,2.85,75,43
579432,Balezino,RU,57.97,53.01,11.65,76,44
1182665,Bhera,PK,32.48,72.91,30.55,17,0
917688,Chongwe,ZM,-15.33,28.68,16.35,92,13
1283240,Kathmandu,NP,27.71,85.32,23,73,20
3397851,Itupiranga,BR,-5.13,-49.33,26,94,20
2016307,Solnechnyy,RU,50.72,136.64,7.15,53,100
6065191,Altamont,CA,49.4,-98.5,4.9,36,1
2304548,Anloga,GH,5.79,0.9,26,94,20
1273265,Deoband,IN,29.69,77.68,29.95,13,0
711382,Brusyliv,UA,50.28,29.52,11.54,93,100
1317375,Kyaikto,MM,17.31,97.01,32.25,58,100
144448,Ahvaz,IR,31.32,48.68,22,64,0
932987,Tsabong,BW,-26.02,22.4,19.65,20,0
2170581,Coolum Beach,AU,-26.53,153.09,22.14,55,0
1631905,Payakumbuh,ID,-0.23,100.63,24.55,87,99
5595320,Hayden,US,47.77,-116.79,16.86,31,75
1630662,Praya,ID,-8.71,116.27,32,62,40
3516522,Soto la Marina,MX,23.77,-98.21,24.85,86,93
475469,Verkhnetulomskiy,RU,68.61,31.8,-1,80,75
4220862,Saint Simons,US,31.14,-81.39,24.49,83,1
3023557,Coron,FR,47.13,-0.65,2.28,90,0
5393052,Santa Cruz,US,36.97,-122.03,13.22,62,1
2460546,Banamba,ML,13.55,-7.45,34.05,12,100
496285,Severodvinsk,RU,64.56,39.82,1,74,0
3421982,Maniitsoq,GL,65.42,-52.9,6.45,58,97
1486298,Yashkino,RU,55.87,85.43,15,41,0
2989590,Ollioules,FR,43.14,5.85,7.94,42,0
4380848,Centralia,US,39.21,-92.14,12.51,81,1
3038305,Sagone,FR,42.12,8.7,15.05,67,26
1737185,Kapit,MY,2.02,112.94,34.55,52,15
2511930,Requena,ES,39.49,-1.1,11.79,81,0
3164565,Vila,IT,45.18,8.4,9.24,34,75
2512186,Puerto del Rosario,ES,28.5,-13.86,18.57,63,90
2156643,Mount Gambier,AU,-37.83,140.78,13,82,90
2032614,Baruun-Urt,MN,46.68,113.28,7.35,20,0
4632595,Jackson,US,35.61,-88.82,16.39,87,90
3452640,Porto Seguro,BR,-16.44,-39.06,24,88,40
2126682,Bilibino,RU,68.06,166.44,-3.35,87,1
6050066,La Ronge,CA,55.1,-105.3,-2,92,90
1496511,Novyy Urengoy,RU,66.08,76.63,2.35,99,99
6166142,Thunder Bay,CA,48.41,-89.26,8.91,62,90
2127202,Anadyr,RU,64.73,177.51,1.83,80,75
3665380,Alvaraes,BR,-3.22,-64.8,23.85,97,99
4174715,Tallahassee,US,30.44,-84.28,21.75,94,75
4004293,Ixtapa,MX,20.71,-105.21,24.66,83,20
4032369,Pangai,TO,-19.8,-174.35,26.55,79,0
286987,Nizwa,OM,22.93,57.53,26.25,16,0
2688250,Norrtalje,SE,59.76,18.7,0.07,92,0
3440777,Rocha,UY,-34.48,-54.34,18.75,97,100
1244926,Hambantota,LK,6.12,81.12,28,100,20
6173361,Vanderhoof,CA,54.02,-124.02,11.25,47,74
1957309,Panubigan,PH,7.13,122.25,30,70,20
3843123,Neuquen,AR,-38.95,-68.06,13,66,0
2179670,Wanganui,NZ,-39.93,175.05,19.22,50,50
3929607,San Jeronimo,PE,-13.65,-73.37,5.65,85,0
971421,Newcastle,ZA,-27.76,29.92,10.05,98,48
2156927,Moree,AU,-29.46,149.84,17.88,55,0
2454268,Koutiala,ML,12.39,-5.46,30.65,45,87
210379,Lusambo,CD,-4.97,23.44,20.95,95,63
3871336,Santiago,CL,-33.44,-70.65,12.87,87,0
455910,Salacgriva,LV,57.75,24.36,1.67,88,94
328716,Shakiso,ET,5.77,38.9,11.95,98,52
1718338,Carmen,PH,7.2,124.8,37.95,40,40
1337607,Kudahuvadhoo,MV,2.67,72.89,29.25,70,23
93709,Mandali,IQ,33.75,45.55,20.15,33,0
2396518,Port-Gentil,GA,-0.72,8.78,27.55,82,100
14177,Maku,IR,39.29,44.45,6,87,40
2277060,Gbarnga,LR,7,-9.47,22.25,97,97
368277,Rabak,SD,13.18,32.74,37.65,5,94
1540711,Muravlenko,RU,63.79,74.5,5.65,94,100
3136765,Stjordalshalsen,NO,63.47,10.93,1.08,100,75
1267390,Kavaratti,IN,10.57,72.64,30,66,40
3452712,Porto Murtinho,BR,-21.7,-57.88,25.25,76,0
380348,Abu Zabad,SD,12.35,29.25,29.85,9,79
2960970,Westport,IE,53.8,-9.52,1.04,87,0
2120591,Tilichiki,RU,60.47,166.1,5.85,46,0
789988,Mana,RS,43.52,20.24,9.9,100,75
60019,Eyl,SO,7.98,49.82,27.15,80,30
3665202,Aripuana,BR,-9.17,-60.63,23.95,93,87
4034438,Haapiti,PF,-17.57,-149.87,30,58,20
3655673,San Roque,EC,0.3,-78.23,14,87,40
2122493,Omsukchan,RU,62.53,155.8,-0.55,99,86
2015913,Suntar,RU,62.16,117.65,6.55,73,100
3933104,Pangoa,PE,-12.12,-73,22.05,74,0
3460197,Jaguaruna,BR,-28.62,-49.03,19.75,87,89
932416,Mokhotlong,LS,-29.29,29.06,4.95,48,1
2147714,Sydney,AU,-33.85,151.22,19.19,63,75
3408424,Ipixuna,BR,-1.76,-48.8,25,94,0
511794,Pechora,RU,65.12,57.16,2.65,68,4
245669,Adre,TD,13.47,22.2,28.15,9,59
3939761,Hualmay,PE,-11.1,-77.61,19.05,93,63
3687505,La Palma,CO,5.36,-74.39,20.75,93,100
2027456,Artyom,RU,43.36,132.19,15,67,75
934649,Cap Malheureux,MU,-19.98,57.61,23.54,94,40
753866,Zamosc,PL,50.72,23.25,4,100,75
484670,Taman,RU,45.22,36.72,7,100,0
2186111,Ngunguru,NZ,-35.62,174.5,17.78,79,14
3514843,Vega de Alatorre,MX,20.03,-96.65,25.65,78,100
3571913,Marsh Harbour,BS,26.54,-77.06,25.45,85,1
1214658,Lhokseumawe,ID,5.18,97.15,30.25,46,100
481548,Troitsko-Pechorsk,RU,62.71,56.19,5.35,63,0
3664956,Boca do Acre,BR,-8.76,-67.39,24.05,90,100
2781023,Deutschlandsberg,AT,46.81,15.21,7,87,75
1862505,Hirara,JP,24.8,125.28,25.52,61,40
2013727,Vanavara,RU,60.35,102.28,8.75,73,96
2158767,Mareeba,AU,-16.99,145.42,27.85,61,40
2962785,Lucan,IE,53.36,-6.45,0.66,91,20
1259395,Porbandar,IN,21.64,69.61,27,83,20
3346821,Ondjiva,AO,-17.07,15.73,17.25,44,0
3448455,Sao Miguel do Araguaia,BR,-13.28,-50.16,24.35,78,89
1623197,Tual,ID,-5.67,132.75,27.05,84,100
1563281,Tuy Hoa,VN,13.08,109.3,36.15,39,41
2289049,Ferkessedougou,CI,9.6,-5.2,24.25,87,100
4019042,Ajuchitlan,MX,20.72,-100.02,24,23,75
876177,Luau,CD,-10.7,22.23,21.65,65,96
3416888,Grindavik,IS,63.84,-22.43,3.39,69,40
247659,Qafqafa,JO,32.35,35.94,11.32,76,23
509483,Pinega,RU,64.7,43.39,0.45,81,1
924703,Chanika,MW,-12.93,34.19,16.55,96,10
2062276,Roebourne,AU,-20.77,117.15,33.25,10,8
1519422,Semey,KZ,50.41,80.25,13,32,0
2087894,Rabaul,PG,-4.2,152.17,28.55,79,100
110690,Faya,SA,18.39,42.45,19.52,37,5
1045114,Inhambane,MZ,-23.87,35.38,18.35,95,0
5920288,Charlottetown,CA,46.23,-63.13,4.63,100,90
1710518,Isabela,PH,10.2,122.99,29.65,67,49
145531,Saurimo,AO,-9.66,20.4,19.25,75,47
2447416,Ayorou,NE,14.73,0.92,34.25,16,42
1525376,Bestobe,KZ,52.5,73.1,14.25,36,100
5386035,Rancho Palos Verdes,US,33.75,-118.37,16.59,72,1
3451138,Rio Grande,BR,-32.03,-52.1,22.35,95,100
2644487,Lincoln,GB,53.23,-0.54,3.68,86,0
5208292,Arroyo,US,41.39,-78.88,12.99,87,90
1806466,Guangyuan,CN,32.43,105.86,18.89,88,100
1090415,Chirongui,YT,-12.93,45.15,28,83,40
662095,Aanekoski,FI,62.6,25.73,-1.07,92,75
3933185,Pampas,PE,-12.4,-74.87,2.25,96,5
2067089,Maningrida,AU,-12.05,134.23,31.35,58,14
3421193,Paamiut,GL,61.99,-49.67,3.15,76,100
2278158,Buchanan,LR,5.88,-10.05,24,94,40
1795424,Huilong,CN,28.89,110.18,16.65,95,100
585400,Naftalan,AZ,40.5,46.82,12,87,40
1274553,Baghmara,IN,23.8,86.21,32.05,43,0
3530097,Champerico,MX,16.38,-93.6,30,51,75
712349,Berezyne,UA,46.23,29.2,12.35,74,100
933787,Dutlwe,BW,-23.98,23.93,16.75,33,0
3430443,Necochea,AR,-38.55,-58.74,13.5,82,100
124274,Mehriz,IR,31.58,54.44,18,39,20
2377457,Nouadhibou,MR,20.93,-17.03,18,72,0
2094027,Kieta,PG,-6.22,155.63,29.95,65,98
2082539,Merauke,ID,-8.49,140.4,27.95,78,100
1648266,Bondowoso,ID,-7.91,113.82,25.95,64,87
625721,Lyuban,BY,52.8,28,8.05,90,100
2614565,Ronde,DK,56.3,10.48,0.81,90,0
239899,Bria,CF,6.54,21.99,25.55,58,76
3456285,Niquelandia,BR,-14.47,-48.46,21.35,84,0
134721,Fasa,IR,28.94,53.65,12,71,0
4033557,Tautira,PF,-17.73,-149.15,30,58,20
5906757,Bow Island,CA,49.87,-111.38,0.14,88,90
580420,Atkarsk,RU,51.88,45.01,12.85,78,0
1082243,Ambilobe,MG,-13.19,49.05,24.45,74,0
1516589,Zhezkazgan,KZ,47.8,67.71,9,49,0
2427336,Moussoro,TD,13.64,16.49,33.05,8,90
3938531,Iberia,PE,-11.41,-69.49,24.25,86,43
2057087,Bone,ID,-10.32,123.57,28,65,75
212730,Kisangani,CD,0.52,25.21,21.35,97,62
2071059,Gawler,AU,-34.6,138.75,17.07,51,20
2112444,Kamaishi,JP,39.28,141.86,22,35,0
546521,Kolchugino,RU,56.3,39.38,5.75,81,11
463355,Zheleznodorozhnyy,RU,55.75,38,5.43,93,20
3126899,Cambados,ES,42.51,-8.81,10.13,76,0
2027740,Amurzet,CN,47.69,131.09,9.55,61,100
2450173,Taoudenni,ML,22.68,-3.98,27.55,12,0
153955,Micheweni,TZ,-4.97,39.83,27.35,82,54
1258338,Ratnagiri,IN,16.98,73.3,27.75,71,49
2223763,Nkongsamba,CM,4.95,9.94,18.65,89,79
1494482,Polunochnoye,RU,60.87,60.43,10.15,56,0
3448350,Pombas,BR,-15.9,-54.74,22.85,83,61
3674292,Mosquera,CO,4.71,-74.23,14,76,90
2027044,Batagay,RU,67.65,134.64,6.15,35,7
2597250,Solenzo,BF,12.18,-4.08,26.75,62,83
886763,Masvingo,ZW,-20.08,30.83,16.35,63,0
1736309,Alor Setar,MY,6.12,100.37,28,88,75
1035025,Nacala,MZ,-14.56,40.69,21.55,98,21
5855051,Ewa Beach,US,21.32,-158.01,21.38,88,75
218680,Boende,CD,-0.28,20.88,22.35,89,37
1337613,Kulhudhuffushi,MV,6.62,73.07,29.05,64,59
6945991,Plessisville,CA,46.22,-71.77,7.21,61,5
2347470,Miri,NG,10.31,9.75,28.55,52,84
3833883,Trelew,AR,-43.25,-65.31,10.65,72,0
2509650,Vicar,ES,36.83,-2.64,12.68,93,0
3130131,Amposta,ES,40.71,0.58,12.88,50,0
1626493,Srandakan,ID,-7.94,110.25,28.45,74,6
1568770,Quang Ngai,VN,15.12,108.8,40.75,27,88
1178338,Gilgit,PK,35.92,74.31,-1.65,31,0
1497376,Nizhnyaya Tavda,RU,57.67,66.17,12.85,74,0
1151464,Phangnga,TH,8.45,98.53,31,62,40
1524606,Derzhavinsk,KZ,51.1,66.31,13.85,35,82
2361477,Dedougou,BF,12.47,-3.47,29.05,54,81
933077,Shakawe,BW,-18.36,21.84,16.45,55,0
359173,Beni Suef,EG,29.07,31.1,19.95,40,0
3663142,Novo Aripuana,BR,-5.12,-60.38,23.85,97,63
2016216,Sosnovo-Ozerskoye,RU,52.53,111.54,9.15,25,96
2180737,Turangi,NZ,-39,175.93,15.85,59,16
1630789,Pontianak,ID,-0.02,109.34,31,70,75
86049,Jalu,LY,29.03,21.55,29.05,19,71
3639898,Guatire,VE,10.47,-66.54,22.35,78,40
3685794,Corrales,CO,5.83,-72.84,8.15,98,100
232713,Kajansi,UG,0.21,32.52,24.55,72,100
3460954,Praia,BR,-20.25,-43.81,21,83,0
3114531,Palencia,ES,42.01,-4.53,5.45,81,0
2409663,Daru,SL,7.99,-10.85,25.45,86,100
2122104,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,7,48,40
2638419,Scarborough,GB,54.28,-0.41,4.32,86,22
568608,Chernushka,RU,56.5,56.08,11.55,84,91
2399001,Mayumba,GA,-3.44,10.65,26.75,90,100
2016443,Skovorodino,RU,53.99,123.94,9.25,23,12
2969963,Ornes,FR,49.25,5.47,0.46,100,0
2123979,Kurilsk,RU,45.23,147.88,3.75,85,6
1863495,Gushikawa,JP,26.35,127.87,25.65,65,75
5287262,Buckeye,US,33.37,-112.58,29.83,13,1
6162949,Terrace,CA,54.52,-128.61,13,64,75
3533462,Acapulco,MX,16.86,-99.88,26,83,75
1816336,Binzhou,CN,37.38,117.96,23.89,38,76
580182,Aykino,RU,62.22,49.99,3.75,55,49
1215957,Termez,AF,37.23,67.28,21,49,0
779683,Hammerfest,NO,70.66,23.68,-1,92,100
214974,Kalemie,CD,-5.95,29.2,18.65,95,69
2398283,Mitzic,GA,0.78,11.55,21.85,98,100
2362150,Boromo,BF,11.74,-2.93,29.45,56,100
2126638,Bogorodskoye,RU,52.37,140.44,5.65,57,100
2136697,Lakatoro,VU,-16.11,167.42,28.45,70,29
1485997,Yeniseysk,RU,58.45,92.17,12.05,53,84
2084442,Vanimo,PG,-2.67,141.3,29.15,65,100
5712169,Baker City,US,44.77,-117.83,17.88,32,1
1529195,Shihezi,CN,44.3,86.03,13.85,37,100
3174050,Mantua,IT,45.16,10.79,9.35,87,75
6050194,La Sarre,CA,48.8,-79.2,4.45,67,0
338345,Edd,ER,13.93,41.69,30.15,25,26
4736096,Texarkana,US,33.44,-94.04,18.58,93,20
3461425,Ilhabela,BR,-23.78,-45.36,25.45,83,84
2026160,Borogontsy,RU,62.67,131.17,7.95,31,90
3347939,Lobito,AO,-12.35,13.55,24.15,82,48
878549,Zvishavane,ZW,-20.32,30.05,15.15,66,0
7626291,La Rinconada,PE,-14.63,-69.45,-0.75,84,2
1255619,Srivardhan,IN,18.03,73.02,27.05,74,98
1640902,Kawalu,ID,-7.38,108.21,27.95,64,2
161616,Balkanabat,TM,39.51,54.36,24.25,49,100
2323349,Boma,NG,11.23,4.46,32.15,53,100
470905,Vuktyl,RU,63.86,57.31,3.85,66,0
1651461,Amuntai,ID,-2.42,115.25,35.45,49,5
364933,Umm Kaddadah,SD,13.6,26.69,27.65,12,55
1817240,Baiyin,CN,36.55,104.13,11,93,90
3394605,Monte Alegre,BR,-2,-54.07,24.85,83,75
3837213,Rivadavia,AR,-31.53,-68.59,12.85,55,50
3836277,Santa Fe,AR,-31.62,-60.7,21.67,93,5
868355,Kochubey,RU,44.39,46.54,14.75,74,100
2063042,Port Hedland,AU,-20.31,118.58,32,11,12
538138,Kuvandyk,RU,51.48,57.35,14.05,56,98
1651103,Atambua,ID,-9.11,124.89,29.45,64,1
2012593,Zeya,RU,53.74,127.27,6.75,21,0
1850144,Nishihara,JP,35.74,139.53,23.38,68,75
610612,Aktau,KZ,43.65,51.16,15,87,40
4984075,Alpena,US,45.06,-83.43,5.51,61,1
1489828,Teeli,RU,51.01,90.2,8.15,34,0
1635111,Puri,ID,-7.54,112.45,30,70,20
1816751,Beidao,CN,34.57,105.89,12.95,84,100
352733,Marsa Matruh,EG,31.35,27.25,16,87,0
5767918,Pierre,US,44.37,-100.35,13.03,55,20
2020584,Magistralnyy,RU,56.17,107.45,10.35,36,100
88533,Awjilah,LY,29.14,21.3,28.45,18,75
5895424,Bay Roberts,CA,47.58,-53.28,4.56,84,90
1806687,Yongan,CN,39.7,113.69,12.65,29,100
3517970,Pochutla,MX,15.74,-96.47,27.76,69,5
2789193,Pepingen,BE,50.76,4.16,3.52,93,65
5989045,Kamloops,CA,50.68,-120.34,14.08,72,75
2654332,Buncrana,GB,55.14,-7.45,7.95,63,97
2127060,Arman,RU,59.7,150.17,7.75,49,93
3928128,Tacna,PE,-18.01,-70.25,16.11,77,0
2172880,Byron Bay,AU,-28.65,153.62,22.27,43,0
1242110,Kalmunai,LK,7.42,81.82,28.85,70,100
5992836,Kirkland Lake,CA,48.15,-80.03,9,57,1
637959,Salo,FI,60.38,23.13,-2.55,82,0
749704,Carsamba,TR,41.2,36.72,8.92,93,0
2206890,Masterton,NZ,-40.95,175.66,18.65,60,62
